HCPCS,MOD,DESCRIPTION,CODE
88184,,Flowcytometry/ tc 1 marker,A
88185,,Flowcytometry/tc add-on,A
88187,,Flowcytometry/read 2-8,A
88188,,Flowcytometry/read 9-15,A
88189,,Flowcytometry/read 16 & >,A
88199,,Cytopathology procedure,C
88199,TC,Cytopathology procedure,C
88199,26,Cytopathology procedure,C
88230,,Tissue culture lymphocyte,X
88233,,Tissue culture skin/biopsy,X
88235,,Tissue culture placenta,X
88237,,Tissue culture bone marrow,X
88239,,Tissue culture tumor,X
88240,,Cell cryopreserve/storage,X
88241,,Frozen cell preparation,X
88245,,Chromosome analysis 20-25,X
88248,,Chromosome analysis 50-100,X
88249,,Chromosome analysis 100,X
88261,,Chromosome analysis 5,X
88262,,Chromosome analysis 15-20,X
88263,,Chromosome analysis 45,X
88264,,Chromosome analysis 20-25,X
88267,,Chromosome analys placenta,X
88269,,Chromosome analys amniotic,X
88271,,Cytogenetics dna probe,X
88272,,Cytogenetics 3-5,X
88273,,Cytogenetics 10-30,X
88274,,Cytogenetics 25-99,X
88275,,Cytogenetics 100-300,X
88280,,Chromosome karyotype study,X
88283,,Chromosome banding study,X
88285,,Chromosome count additional,X
88289,,Chromosome study additional,X
88291,,Cyto/molecular report,A
88299,,Cytogenetic study,C
88300,,Surgical path gross,A
88300,TC,Surgical path gross,A
88300,26,Surgical path gross,A
88302,,Tissue exam by pathologist,A
88302,TC,Tissue exam by pathologist,A
88302,26,Tissue exam by pathologist,A
88304,,Tissue exam by pathologist,A
88304,TC,Tissue exam by pathologist,A
88304,26,Tissue exam by pathologist,A
88305,,Tissue exam by pathologist,A
88305,TC,Tissue exam by pathologist,A
88305,26,Tissue exam by pathologist,A
88307,,Tissue exam by pathologist,A
88307,TC,Tissue exam by pathologist,A
88307,26,Tissue exam by pathologist,A
88309,,Tissue exam by pathologist,A
88309,TC,Tissue exam by pathologist,A
88309,26,Tissue exam by pathologist,A
88311,,Decalcify tissue,A
88311,TC,Decalcify tissue,A
88311,26,Decalcify tissue,A
88312,,Special stains group 1,A
88312,TC,Special stains group 1,A
88312,26,Special stains group 1,A
88313,,Special stains group 2,A
88313,TC,Special stains group 2,A
88313,26,Special stains group 2,A
88314,,Histochemical stains add-on,A
88314,TC,Histochemical stains add-on,A
88314,26,Histochemical stains add-on,A
88319,,Enzyme histochemistry,A
88319,TC,Enzyme histochemistry,A
88319,26,Enzyme histochemistry,A
88321,,Microslide consultation,A
88323,,Microslide consultation,A
88323,TC,Microslide consultation,A
88323,26,Microslide consultation,A
88325,,Comprehensive review of data,A
88329,,Path consult introp,A
88331,,Path consult intraop 1 bloc,A
88331,TC,Path consult intraop 1 bloc,A
88331,26,Path consult intraop 1 bloc,A
88332,,Path consult intraop addl,A
88332,TC,Path consult intraop addl,A
88332,26,Path consult intraop addl,A
88333,,Intraop cyto path consult 1,A
88333,TC,Intraop cyto path consult 1,A
88333,26,Intraop cyto path consult 1,A
88334,,Intraop cyto path consult 2,A
88334,TC,Intraop cyto path consult 2,A
88334,26,Intraop cyto path consult 2,A
88342,,Immunohistochemistry,A
88342,TC,Immunohistochemistry,A
88342,26,Immunohistochemistry,A
88346,,Immunofluorescent study,A
88346,TC,Immunofluorescent study,A
88346,26,Immunofluorescent study,A
88347,,Immunofluorescent study,A
88347,TC,Immunofluorescent study,A
88347,26,Immunofluorescent study,A
88348,,Electron microscopy,A
88348,TC,Electron microscopy,A
88348,26,Electron microscopy,A
88349,,Scanning electron microscopy,A
88349,TC,Scanning electron microscopy,A
88349,26,Scanning electron microscopy,A
88355,,Analysis skeletal muscle,A
88355,TC,Analysis skeletal muscle,A
88355,26,Analysis skeletal muscle,A
88356,,Analysis nerve,A
88356,TC,Analysis nerve,A
88356,26,Analysis nerve,A
88358,,Analysis tumor,A
88358,TC,Analysis tumor,A
88358,26,Analysis tumor,A
88360,,Tumor immunohistochem/manual,A
88360,TC,Tumor immunohistochem/manual,A
88360,26,Tumor immunohistochem/manual,A
88361,,Tumor immunohistochem/comput,A
88361,TC,Tumor immunohistochem/comput,A
88361,26,Tumor immunohistochem/comput,A
88362,,Nerve teasing preparations,A
88362,TC,Nerve teasing preparations,A
88362,26,Nerve teasing preparations,A
88363,,Xm archive tissue molec anal,A
88365,,Insitu hybridization (fish),A
88365,TC,Insitu hybridization (fish),A
88365,26,Insitu hybridization (fish),A
88367,,Insitu hybridization auto,A
88367,TC,Insitu hybridization auto,A
88367,26,Insitu hybridization auto,A
88368,,Insitu hybridization manual,A
88368,TC,Insitu hybridization manual,A
88368,26,Insitu hybridization manual,A
88371,,Protein western blot tissue,X
88371,26,Protein western blot tissue,A
88372,,Protein analysis w/probe,X
88372,26,Protein analysis w/probe,A
88380,,Microdissection laser,A
88380,TC,Microdissection laser,A
88380,26,Microdissection laser,A
88381,,Microdissection manual,A
88381,TC,Microdissection manual,A
88381,26,Microdissection manual,A
88384,,Eval molecular probes 11-50,C
88384,TC,Eval molecular probes 11-50,C
88384,26,Eval molecular probes 11-50,C
88385,,Eval molecul probes 51-250,A
88385,TC,Eval molecul probes 51-250,A
88385,26,Eval molecul probes 51-250,A
88386,,Eval molecul probes 251-500,A
88386,TC,Eval molecul probes 251-500,A
88386,26,Eval molecul probes 251-500,A
88387,,Tiss exam molecular study,A
88387,TC,Tiss exam molecular study,A
88387,26,Tiss exam molecular study,A
88388,,Tiss ex molecul study add-on,A
88388,TC,Tiss ex molecul study add-on,A
88388,26,Tiss ex molecul study add-on,A
88399,,Surgical pathology procedure,C
88399,TC,Surgical pathology procedure,C
88399,26,Surgical pathology procedure,C
88720,,Bilirubin total transcut,X
88738,,Hgb quant transcutaneous,X
88740,,Transcutaneous carboxyhb,X
88741,,Transcutaneous methb,X
88749,,In vivo lab service,X
89049,,Chct for mal hyperthermia,A
89050,,Body fluid cell count,X
89051,,Body fluid cell count,X
89055,,Leukocyte assessment fecal,X
89060,,Exam synovial fluid crystals,X
89060,26,Exam synovial fluid crystals,A
89125,,Specimen fat stain,X
89160,,Exam feces for meat fibers,X
89190,,Nasal smear for eosinophils,X
89220,,Sputum specimen collection,A
89230,,Collect sweat for test,A
89240,,Pathology lab procedure,C
89250,,Cultr oocyte/embryo <4 days,X
89251,,Cultr oocyte/embryo <4 days,X
89253,,Embryo hatching,X
89254,,Oocyte identification,X
89255,,Prepare embryo for transfer,X
89257,,Sperm identification,X
89258,,Cryopreservation embryo(s),X
89259,,Cryopreservation sperm,X
89260,,Sperm isolation simple,X
89261,,Sperm isolation complex,X
89264,,Identify sperm tissue,X
89268,,Insemination of oocytes,X
89272,,Extended culture of oocytes,X
89280,,Assist oocyte fertilization,X
89281,,Assist oocyte fertilization,X
89290,,Biopsy oocyte polar body,X
89291,,Biopsy oocyte polar body,X
89300,,Semen analysis w/huhner,X
89310,,Semen analysis w/count,X
89320,,Semen anal vol/count/mot,X
89321,,Semen anal sperm detection,X
89322,,Semen anal strict criteria,X
89325,,Sperm antibody test,X
89329,,Sperm evaluation test,X
89330,,Evaluation cervical mucus,X
89331,,Retrograde ejaculation anal,X
89335,,Cryopreserve testicular tiss,X
89342,,Storage/year embryo(s),X
89343,,Storage/year sperm/semen,X
89344,,Storage/year reprod tissue,X
89346,,Storage/year oocyte(s),X
89352,,Thawing cryopresrved embryo,X
89353,,Thawing cryopresrved sperm,X
89354,,Thaw cryoprsvrd reprod tiss,X
89356,,Thawing cryopresrved oocyte,X
89398,,Unlisted reprod med lab proc,X
90281,,Human ig im,I
90283,,Human ig iv,I
90284,,Human ig sc,X
90287,,Botulinum antitoxin,I
90288,,Botulism ig iv,I
90291,,Cmv ig iv,I
90296,,Diphtheria antitoxin,E
90371,,Hep b ig im,E
90375,,Rabies ig im/sc,E
90376,,Rabies ig heat treated,E
90378,,Rsv mab im 50mg,X
90384,,Rh ig full-dose im,I
90385,,Rh ig minidose im,E
90386,,Rh ig iv,I
90389,,Tetanus ig im,I
90393,,Vaccina ig im,E
90396,,Varicella-zoster ig im,E
90399,,Immune globulin,I
90460,,Im admin 1st/only component,A
90461,,Im admin each addl component,A
90471,,Immunization admin,A
90472,,Immunization admin each add,A
90473,,Immune admin oral/nasal,R
90474,,Immune admin oral/nasal addl,R
90476,,Adenovirus vaccine type 4,E
90477,,Adenovirus vaccine type 7,E
90581,,Anthrax vaccine sc or im,E
90585,,Bcg vaccine percut,E
90586,,Bcg vaccine intravesical,E
90632,,Hep a vaccine adult im,E
90633,,Hep a vacc ped/adol 2 dose,E
90634,,Hep a vacc ped/adol 3 dose,E
90636,,Hep a/hep b vacc adult im,E
90644,,Meningoccl hib vac 4 dose im,X
90645,,Hib vaccine hboc im,E
90646,,Hib vaccine prp-d im,E
90647,,Hib vaccine prp-omp im,E
90648,,Hib vaccine prp-t im,E
90649,,Hpv vaccine 4 valent im,E
90650,,Hpv vaccine 2 valent im,E
90654,,Flu vaccine no preserv id,X
90655,,Flu vaccine no preserv 6-35m,X
90656,,Flu vaccine no preserv 3 & >,X
90657,,Flu vaccine 3 yrs im,X
90658,,Flu vaccine 3 yrs & > im,I
90660,,Flu vaccine nasal,X
90661,,Flu vacc cell cult prsv free,X
90662,,Flu vacc prsv free inc antig,X
90664,,Flu vacc pandemic intranasal,X
90665,,Lyme disease vaccine im,E
90666,,Flu vac pandem prsrv free im,X
90667,,Flu vac pandemic adjuvant im,X
90668,,Flu vac pandemic splt im,X
90669,,Pneumococcal vacc 7 val im,X
90670,,Pneumococcal vacc 13 val im,X
90675,,Rabies vaccine im,E
90676,,Rabies vaccine id,E
90680,,Rotovirus vacc 3 dose oral,E
90681,,Rotavirus vacc 2 dose oral,E
90690,,Typhoid vaccine oral,E
90691,,Typhoid vaccine im,E
90692,,Typhoid vaccine h-p sc/id,E
90693,,Typhoid vaccine akd sc,E
90696,,Dtap-ipv vacc 4-6 yr im,E
90698,,Dtap-hib-ip vaccine im,E
90700,,Dtap vaccine < 7 yrs im,E
90701,,Dtp vaccine im,E
90702,,Dt vaccine < 7 im,E
90703,,Tetanus vaccine im,E
90704,,Mumps vaccine sc,E
90705,,Measles vaccine sc,E
90706,,Rubella vaccine sc,E
90707,,Mmr vaccine sc,E
90708,,Measles-rubella vaccine sc,E
90710,,Mmrv vaccine sc,E
90712,,Oral poliovirus vaccine,E
90713,,Poliovirus ipv sc/im,E
90714,,Td vaccine no prsrv >/= 7 im,E
90715,,Tdap vaccine >7 im,E
90716,,Chicken pox vaccine sc,E
90717,,Yellow fever vaccine sc,E
90718,,Td vaccine > 7 im,E
90719,,Diphtheria vaccine im,E
90720,,Dtp/hib vaccine im,E
90721,,Dtap/hib vaccine im,E
90723,,Dtap-hep b-ipv vaccine im,I
90725,,Cholera vaccine injectable,E
90727,,Plague vaccine im,E
90732,,Pneumococcal vaccine,X
90733,,Meningococcal vaccine sc,E
90734,,Meningococcal vaccine im,E
90735,,Encephalitis vaccine sc,E
90736,,Zoster vacc sc,E
90738,,Inactivated je vacc im,I
90740,,Hepb vacc ill pat 3 dose im,X
90743,,Hep b vacc adol 2 dose im,X
90744,,Hepb vacc ped/adol 3 dose im,X
90746,,Hep b vaccine adult im,X
90747,,Hepb vacc ill pat 4 dose im,X
90748,,Hep b/hib vaccine im,I
90749,,Vaccine toxoid,E
90801,,Psy dx interview,A
90802,,Intac psy dx interview,A
90804,,Psytx office 20-30 min,A
90805,,Psytx off 20-30 min w/e&m,A
90806,,Psytx off 45-50 min,A
90807,,Psytx off 45-50 min w/e&m,A
90808,,Psytx office 75-80 min,A
90809,,Psytx off 75-80 w/e&m,A
90810,,Intac psytx off 20-30 min,A
90811,,Intac psytx 20-30 w/e&m,A
90812,,Intac psytx off 45-50 min,A
90813,,Intac psytx 45-50 min w/e&m,A
90814,,Intac psytx off 75-80 min,A
90815,,Intac psytx 75-80 w/e&m,A
90816,,Psytx hosp 20-30 min,A
90817,,Psytx hosp 20-30 min w/e&m,A
90818,,Psytx hosp 45-50 min,A
90819,,Psytx hosp 45-50 min w/e&m,A
90821,,Psytx hosp 75-80 min,A
90822,,Psytx hosp 75-80 min w/e&m,A
90823,,Intac psytx hosp 20-30 min,A
90824,,Intac psytx hsp 20-30 w/e&m,A
90826,,Intac psytx hosp 45-50 min,A
90827,,Intac psytx hsp 45-50 w/e&m,A
90828,,Intac psytx hosp 75-80 min,A
90829,,Intac psytx hsp 75-80 w/e&m,A
90845,,Psychoanalysis,A
90846,,Family psytx w/o patient,R
90847,,Family psytx w/patient,R
90849,,Multiple family group psytx,R
90853,,Group psychotherapy,A
90857,,Intac group psytx,A
90862,,Medication management,A
90865,,Narcosynthesis,A
90867,,Tcranial magn stim tx plan,A
90868,,Tcranial magn stim tx deli,A
90869,,Tcran magn stim redetemine,A
90870,,Electroconvulsive therapy,A
90875,,Psychophysiological therapy,N
90876,,Psychophysiological therapy,N
90880,,Hypnotherapy,A
90882,,Environmental manipulation,N
90885,,Psy evaluation of records,B
90887,,Consultation with family,B
90889,,Preparation of report,B
90899,,Psychiatric service/therapy,C
90901,,Biofeedback train any meth,A
90911,,Biofeedback peri/uro/rectal,A
90935,,Hemodialysis one evaluation,A
90937,,Hemodialysis repeated eval,A
90940,,Hemodialysis access study,X
90945,,Dialysis one evaluation,A
90947,,Dialysis repeated eval,A
90951,,Esrd serv 4 visits p mo <2,A
90952,,Esrd serv 2-3 vsts p mo <2,C
90953,,Esrd serv 1 visit p mo <2,C
90954,,Esrd serv 4 vsts p mo 2-11,A
90955,,Esrd srv 2-3 vsts p mo 2-11,A
90956,,Esrd srv 1 visit p mo 2-11,A
90957,,Esrd srv 4 vsts p mo 12-19,A
90958,,Esrd srv 2-3 vsts p mo 12-19,A
90959,,Esrd serv 1 vst p mo 12-19,A
90960,,Esrd srv 4 visits p mo 20+,A
90961,,Esrd srv 2-3 vsts p mo 20+,A
90962,,Esrd serv 1 visit p mo 20+,A
90963,,Esrd home pt serv p mo <2,A
90964,,Esrd home pt serv p mo 2-11,A
90965,,Esrd home pt serv p mo 12-19,A
90966,,Esrd home pt serv p mo 20+,A
90967,,Esrd home pt serv p day <2,A
90968,,Esrd home pt srv p day 2-11,A
90969,,Esrd home pt srv p day 12-19,A
90970,,Esrd home pt serv p day 20+,A
90989,,Dialysis training complete,X
90993,,Dialysis training incompl,X
90997,,Hemoperfusion,A
90999,,Dialysis procedure,C
91010,,Esophagus motility study,A
91010,TC,Esophagus motility study,A
91010,26,Esophagus motility study,A
91013,,Esophgl motil w/stim/perfus,A
91013,TC,Esophgl motil w/stim/perfus,A
91013,26,Esophgl motil w/stim/perfus,A
91020,,Gastric motility studies,A
91020,TC,Gastric motility studies,A
91020,26,Gastric motility studies,A
91022,,Duodenal motility study,A
91022,TC,Duodenal motility study,A
91022,26,Duodenal motility study,A
91030,,Acid perfusion of esophagus,A
91030,TC,Acid perfusion of esophagus,A
91030,26,Acid perfusion of esophagus,A
91034,,Gastroesophageal reflux test,A
91034,TC,Gastroesophageal reflux test,A
91034,26,Gastroesophageal reflux test,A
91035,,G-esoph reflx tst w/electrod,A
91035,TC,G-esoph reflx tst w/electrod,A
91035,26,G-esoph reflx tst w/electrod,A
91037,,Esoph imped function test,A
91037,TC,Esoph imped function test,A
91037,26,Esoph imped function test,A
91038,,Esoph imped funct test > 1h,A
91038,TC,Esoph imped funct test > 1h,A
91038,26,Esoph imped funct test > 1h,A
91040,,Esoph balloon distension tst,A
91040,TC,Esoph balloon distension tst,A
91040,26,Esoph balloon distension tst,A
91065,,Breath hydrogen test,A
91065,TC,Breath hydrogen test,A
91065,26,Breath hydrogen test,A
91110,,Gi tract capsule endoscopy,A
91110,TC,Gi tract capsule endoscopy,A
91110,26,Gi tract capsule endoscopy,A
91111,,Esophageal capsule endoscopy,A
91111,TC,Esophageal capsule endoscopy,A
91111,26,Esophageal capsule endoscopy,A
91117,,Colon motility 6 hr study,A
91120,,Rectal sensation test,A
91120,TC,Rectal sensation test,A
91120,26,Rectal sensation test,A
91122,,Anal pressure record,A
91122,TC,Anal pressure record,A
91122,26,Anal pressure record,A
91132,,Electrogastrography,A
91132,TC,Electrogastrography,A
91132,26,Electrogastrography,A
91133,,Electrogastrography w/test,A
91133,TC,Electrogastrography w/test,A
91133,26,Electrogastrography w/test,A
91299,,Gastroenterology procedure,C
91299,TC,Gastroenterology procedure,C
91299,26,Gastroenterology procedure,C
92002,,Eye exam new patient,A
92004,,Eye exam new patient,A
92012,,Eye exam established pat,A
92014,,Eye exam & treatment,A
92015,,Refraction,N
92018,,New eye exam & treatment,A
92019,,Eye exam & treatment,A
92020,,Special eye evaluation,A
92025,,Corneal topography,A
92025,TC,Corneal topography,A
92025,26,Corneal topography,A
92060,,Special eye evaluation,A
92060,TC,Special eye evaluation,A
92060,26,Special eye evaluation,A
92065,,Orthoptic/pleoptic training,A
92065,TC,Orthoptic/pleoptic training,A
92065,26,Orthoptic/pleoptic training,A
92071,,Contact lens fitting for tx,A
92072,,Fit contac lens for managmnt,A
92081,,Visual field examination(s),A
92081,TC,Visual field examination(s),A
92081,26,Visual field examination(s),A
92082,,Visual field examination(s),A
92082,TC,Visual field examination(s),A
92082,26,Visual field examination(s),A
92083,,Visual field examination(s),A
92083,TC,Visual field examination(s),A
92083,26,Visual field examination(s),A
92100,,Serial tonometry exam(s),A
92132,,Cmptr ophth dx img ant segmt,A
92132,TC,Cmptr ophth dx img ant segmt,A
92132,26,Cmptr ophth dx img ant segmt,A
92133,,Cmptr ophth img optic nerve,A
92133,TC,Cmptr ophth img optic nerve,A
92133,26,Cmptr ophth img optic nerve,A
92134,,Cptr ophth dx img post segmt,A
92134,TC,Cptr ophth dx img post segmt,A
92134,26,Cptr ophth dx img post segmt,A
92136,,Ophthalmic biometry,A
92136,TC,Ophthalmic biometry,A
92136,26,Ophthalmic biometry,A
92140,,Glaucoma provocative tests,A
92225,,Special eye exam initial,A
92226,,Special eye exam subsequent,A
92227,,Remote dx retinal imaging,A
92228,,Remote retinal imaging mgmt,A
92228,TC,Remote retinal imaging mgmt,A
92228,26,Remote retinal imaging mgmt,A
92230,,Eye exam with photos,A
92235,,Eye exam with photos,A
92235,TC,Eye exam with photos,A
92235,26,Eye exam with photos,A
92240,,Icg angiography,A
92240,TC,Icg angiography,A
92240,26,Icg angiography,A
92250,,Eye exam with photos,A
92250,TC,Eye exam with photos,A
92250,26,Eye exam with photos,A
92260,,Ophthalmoscopy/dynamometry,A
92265,,Eye muscle evaluation,A
92265,TC,Eye muscle evaluation,A
92265,26,Eye muscle evaluation,A
92270,,Electro-oculography,A
92270,TC,Electro-oculography,A
92270,26,Electro-oculography,A
92275,,Electroretinography,A
92275,TC,Electroretinography,A
92275,26,Electroretinography,A
92283,,Color vision examination,A
92283,TC,Color vision examination,A
92283,26,Color vision examination,A
92284,,Dark adaptation eye exam,A
92284,TC,Dark adaptation eye exam,A
92284,26,Dark adaptation eye exam,A
92285,,Eye photography,A
92285,TC,Eye photography,A
92285,26,Eye photography,A
92286,,Internal eye photography,A
92286,TC,Internal eye photography,A
92286,26,Internal eye photography,A
92287,,Internal eye photography,A
92310,,Contact lens fitting,N
92311,,Contact lens fitting,A
92312,,Contact lens fitting,A
92313,,Contact lens fitting,A
92314,,Prescription of contact lens,N
92315,,Prescription of contact lens,A
92316,,Prescription of contact lens,A
92317,,Prescription of contact lens,A
92325,,Modification of contact lens,A
92326,,Replacement of contact lens,A
92340,,Fitting of spectacles,N
92341,,Fitting of spectacles,N
92342,,Fitting of spectacles,N
92352,,Special spectacles fitting,B
92353,,Special spectacles fitting,B
92354,,Special spectacles fitting,B
92355,,Special spectacles fitting,B
92358,,Eye prosthesis service,B
92370,,Repair & adjust spectacles,N
92371,,Repair & adjust spectacles,B
92499,,Eye service or procedure,C
92499,TC,Eye service or procedure,C
92499,26,Eye service or procedure,C
92502,,Ear and throat examination,A
92504,,Ear microscopy examination,A
92506,,Speech/hearing evaluation,A
92507,,Speech/hearing therapy,A
92508,,Speech/hearing therapy,A
92511,,Nasopharyngoscopy,A
92512,,Nasal function studies,A
92516,,Facial nerve function test,A
92520,,Laryngeal function studies,A
